iter	Accuracy	Logloss
304	0.9270253556	0.2179746561
305	0.9268707483	0.2178228293
306	0.9268707483	0.2176923638
307	0.9268707483	0.2174975806
308	0.9268707483	0.2173298269
309	0.9268707483	0.2171629765
310	0.9268707483	0.2169254439
311	0.9268707483	0.2167172083
312	0.9268707483	0.216553758
313	0.9268707483	0.2163994044
314	0.9268707483	0.2162275258
315	0.9268707483	0.2160738325
316	0.9268707483	0.2158626558
317	0.9268707483	0.2157060671
318	0.9268707483	0.2156525397
319	0.9268707483	0.2155590435
320	0.9268707483	0.215392832
321	0.9268707483	0.2152491683
322	0.9268707483	0.2151443116
323	0.9268707483	0.2149894117
324	0.9268707483	0.2147669964
325	0.9268707483	0.2146197637
326	0.9268707483	0.2142904748
327	0.9268707483	0.2140546136
328	0.9268707483	0.2139477798
329	0.9268707483	0.2137808581
330	0.9268707483	0.2136485744
331	0.9268707483	0.2135080352
332	0.9268707483	0.2133151222
333	0.9268707483	0.2131841378
334	0.9268707483	0.213041514
335	0.9268707483	0.2129001782
336	0.9268707483	0.2127583269
337	0.9268707483	0.2126079337
338	0.9268707483	0.2124834592
339	0.9268707483	0.2123687475
340	0.9268707483	0.2122748542
341	0.9270253556	0.2121313325
342	0.9270253556	0.2119773039
343	0.9270253556	0.2118637809
344	0.9270253556	0.2118075547
345	0.9270253556	0.2116820888
346	0.9270253556	0.2115221796
347	0.9270253556	0.2113662833
348	0.9270253556	0.2112797165
349	0.9268707483	0.2111849912
350	0.9268707483	0.2110964004
351	0.9268707483	0.2109197105
352	0.9270253556	0.2107337511
353	0.9270253556	0.210649852
354	0.9270253556	0.2105668617
355	0.9268707483	0.2104267845
356	0.9270253556	0.2102773716
357	0.9270253556	0.2101536206
358	0.9270253556	0.2099965532
359	0.9270253556	0.2098841576
360	0.9270253556	0.2097963205
361	0.9270253556	0.2097250895
362	0.9270253556	0.209637806
363	0.9268707483	0.2094528237
364	0.9268707483	0.2093143712
365	0.9270253556	0.2091344598
366	0.9268707483	0.2090181245
367	0.9268707483	0.2088218492
368	0.9270253556	0.2087355423
369	0.9268707483	0.208610248
370	0.9270253556	0.2084178032
371	0.9270253556	0.208327992
372	0.9270253556	0.2082335362
373	0.9270253556	0.2080753832
374	0.9270253556	0.2079042133
375	0.9270253556	0.2078233971
376	0.9270253556	0.2076514649
377	0.9268707483	0.2075344935
378	0.9268707483	0.2074186675
379	0.9270253556	0.2073263914
380	0.9268707483	0.2073067307
381	0.9270253556	0.2071935554
382	0.9270253556	0.2070065739
383	0.9270253556	0.2069147427
384	0.9270253556	0.2066849539
385	0.9270253556	0.2066307384
386	0.9270253556	0.2065426393
387	0.9268707483	0.2064245429
388	0.9268707483	0.2063275698
389	0.9268707483	0.2062934
390	0.9268707483	0.2062032007
391	0.9268707483	0.2061214244
392	0.9268707483	0.20603282
393	0.9268707483	0.2059023482
394	0.9268707483	0.2057201882
395	0.9268707483	0.205569544
396	0.9270253556	0.2054891052
397	0.9270253556	0.2053877589
398	0.9270253556	0.205305486
399	0.9268707483	0.2052413504
400	0.9270253556	0.2051537805
401	0.9268707483	0.2050611373
402	0.9268707483	0.2049891803
403	0.9270253556	0.2048585312
404	0.9270253556	0.2048316649
405	0.9270253556	0.2047681598
406	0.9268707483	0.2046989064
407	0.9270253556	0.2045355142
408	0.9268707483	0.2044350668
409	0.9268707483	0.2043823208
410	0.9268707483	0.204273285
411	0.9268707483	0.204162043
412	0.9268707483	0.2040617995
413	0.9268707483	0.2039981089
414	0.9268707483	0.2039349709
415	0.9268707483	0.2038934917
416	0.926716141	0.2038330684
417	0.9268707483	0.2036529776
418	0.9268707483	0.2035609503
419	0.9268707483	0.2034989219
420	0.926716141	0.2034602691
421	0.9268707483	0.2033726913
422	0.926716141	0.2032911324
423	0.926716141	0.2032066857
424	0.9265615337	0.2030418968
425	0.9265615337	0.2029453371
426	0.9265615337	0.2029087717
427	0.926716141	0.2028692691
428	0.926716141	0.2028314588
429	0.926716141	0.2027686846
430	0.9265615337	0.2026700741
431	0.9265615337	0.2026140518
432	0.926716141	0.2025619541
433	0.926716141	0.2024155944
434	0.9265615337	0.2023245659
435	0.926716141	0.2022316019
436	0.926716141	0.2022151126
437	0.9268707483	0.2021656737
438	0.9271799629	0.2020630102
439	0.9271799629	0.2020012681
440	0.9271799629	0.2018971394
441	0.9271799629	0.2018067066
442	0.9271799629	0.2017351657
443	0.9276437848	0.2016581531
444	0.9276437848	0.2015412592
445	0.9276437848	0.2014804167
446	0.9276437848	0.2013762375
447	0.9276437848	0.2013110316
448	0.9276437848	0.2011086922
449	0.9276437848	0.2010485238
450	0.9276437848	0.2009853455
451	0.9277983921	0.2009064214
452	0.9277983921	0.2008019485
453	0.9277983921	0.2006973438
454	0.9277983921	0.2006705722
455	0.9277983921	0.2006491899
456	0.9277983921	0.2005395585
457	0.9277983921	0.200519506
458	0.9277983921	0.2004025692
459	0.9277983921	0.20033521
460	0.9279529994	0.2002621089
461	0.9279529994	0.2001749171
462	0.9279529994	0.2000561074
463	0.9279529994	0.1999756037
464	0.9279529994	0.199918661
465	0.9281076067	0.19983374
466	0.9279529994	0.1997219415
467	0.9281076067	0.1996460591
468	0.9284168213	0.1995134196
469	0.9284168213	0.1994113833
470	0.9284168213	0.1993807449
471	0.9284168213	0.1993632441
472	0.9284168213	0.1992827904
473	0.9284168213	0.1992183994
474	0.9284168213	0.1991410387
475	0.9284168213	0.1991322961
476	0.9284168213	0.1990912735
477	0.9285714286	0.1990432061
478	0.9285714286	0.1989413781
479	0.9285714286	0.1989083591
480	0.9285714286	0.1988316096
481	0.9285714286	0.1987917628
482	0.9285714286	0.1987006226
483	0.9285714286	0.1986225201
484	0.9285714286	0.1985838201
485	0.9285714286	0.1985662536
486	0.9285714286	0.1984724853
487	0.9285714286	0.198433224
488	0.9285714286	0.1984161635
489	0.9285714286	0.198339122
490	0.9284168213	0.1982528303
491	0.928262214	0.198195483
492	0.9285714286	0.1981162092
493	0.9279529994	0.1980410464
494	0.9277983921	0.1979516765
495	0.9279529994	0.1978654877
496	0.9279529994	0.1978565062
497	0.9284168213	0.1977596017
498	0.9277983921	0.1976906878
499	0.9274891775	0.1976433216
500	0.9274891775	0.197584708
501	0.9274891775	0.1975465952
502	0.9274891775	0.1974764546
503	0.9274891775	0.1974205121
504	0.9279529994	0.1973478974
505	0.9279529994	0.1973214669
506	0.9281076067	0.1972604492
507	0.9281076067	0.1972241384
508	0.9279529994	0.1971585818
509	0.9279529994	0.197109026
510	0.9281076067	0.1970403852
511	0.928262214	0.1969904618
512	0.9281076067	0.196931194
513	0.928262214	0.1969131122
514	0.928262214	0.196848377
515	0.9281076067	0.1967883232
516	0.9284168213	0.1967494157
517	0.9284168213	0.1966870397
518	0.9284168213	0.1965780809
519	0.9284168213	0.1965513301
520	0.9284168213	0.1965097163
521	0.9285714286	0.1964640614
522	0.9284168213	0.1964400193
523	0.9284168213	0.1964314284
524	0.9284168213	0.1963995559
525	0.9284168213	0.1963820672
526	0.9284168213	0.1963527317
527	0.9284168213	0.1962981599
528	0.9285714286	0.1962323454
529	0.9284168213	0.1961430835
530	0.9287260359	0.1961301001
531	0.9288806432	0.1960727058
532	0.9288806432	0.1960427855
533	0.9288806432	0.1960197794
534	0.9288806432	0.1959612889
535	0.9288806432	0.1958741979
536	0.9288806432	0.1958438002
537	0.9288806432	0.1958106049
538	0.9288806432	0.195762333
539	0.9288806432	0.1957343975
540	0.9288806432	0.1956916673
541	0.9288806432	0.1956105593
542	0.9288806432	0.1955958308
543	0.9288806432	0.1955801137
544	0.9288806432	0.1955108368
545	0.9288806432	0.1954563507
546	0.9288806432	0.1954496241
547	0.9291898578	0.1953450209
548	0.9291898578	0.1953128463
549	0.9290352505	0.1952263514
550	0.9293444651	0.1951751731
551	0.9293444651	0.1951050598
552	0.9293444651	0.1950667066
553	0.9294990724	0.1949619559
554	0.9293444651	0.1948985819
555	0.9293444651	0.1948341652
556	0.9291898578	0.1947903916
557	0.9290352505	0.1947379403
558	0.9290352505	0.1946657353
559	0.9290352505	0.1946406273
560	0.9290352505	0.1945595902
561	0.9290352505	0.1945263644
562	0.9290352505	0.1944882501
563	0.9290352505	0.1944476771
564	0.9291898578	0.1944056793
565	0.9291898578	0.1943658204
566	0.9291898578	0.1943468865
567	0.9291898578	0.1942822266
568	0.9291898578	0.1942216322
569	0.9291898578	0.1941968028
570	0.9290352505	0.1941484515
571	0.9291898578	0.1941124005
572	0.9291898578	0.1940920634
573	0.9294990724	0.1940025638
574	0.9296536797	0.1939752116
575	0.9293444651	0.1939329104
576	0.9293444651	0.1939039581
577	0.9293444651	0.1938623104
578	0.9293444651	0.1938270728
579	0.9293444651	0.1937680584
580	0.9291898578	0.1937355807
581	0.9291898578	0.193724959
582	0.9291898578	0.1936620357
583	0.9291898578	0.1936531005
584	0.9291898578	0.1936085825
585	0.9291898578	0.1935473084
586	0.9291898578	0.1935346054
587	0.9291898578	0.1935059707
588	0.9291898578	0.1934964381
589	0.9291898578	0.1934487285
590	0.9291898578	0.1933914286
591	0.9290352505	0.1933516715
592	0.9290352505	0.1933255118
593	0.9290352505	0.1932699052
594	0.9291898578	0.1932432307
595	0.9291898578	0.193216492
596	0.9291898578	0.1931573564
597	0.9291898578	0.1931089379
598	0.9291898578	0.1930378299
599	0.9291898578	0.193025927
600	0.9291898578	0.1930179513
601	0.9291898578	0.192984057
602	0.9291898578	0.1929491801
603	0.9291898578	0.1929001837
604	0.9291898578	0.192865938
605	0.9291898578	0.1928252678
606	0.9291898578	0.1927908487
607	0.9291898578	0.1927605471
608	0.9291898578	0.1926845253
609	0.9291898578	0.1926640852
610	0.9291898578	0.1926496577
611	0.9291898578	0.19263843
612	0.9291898578	0.1926139213
613	0.9291898578	0.1925497704
614	0.9291898578	0.1925304684
615	0.9291898578	0.1924945917
616	0.9291898578	0.1924569458
617	0.9291898578	0.1924052201
618	0.9291898578	0.1923686881
619	0.9291898578	0.1923099001
620	0.9291898578	0.1922943663
621	0.9291898578	0.1922418966
622	0.9291898578	0.1922067618
623	0.9291898578	0.1921958335
624	0.9291898578	0.19217503
625	0.9293444651	0.1921372918
626	0.9293444651	0.1921123262
627	0.9293444651	0.1920722636
628	0.9293444651	0.192036852
629	0.9293444651	0.1920085593
630	0.9293444651	0.1919610614
631	0.9293444651	0.1918908821
632	0.9293444651	0.1918749204
633	0.9293444651	0.191830733
634	0.9291898578	0.191814795
635	0.9293444651	0.1917848089
636	0.9293444651	0.1917565026
637	0.9293444651	0.1917455452
638	0.9293444651	0.1916405713
639	0.9293444651	0.1916047194
640	0.9293444651	0.1915694917
641	0.9293444651	0.1915326841
642	0.9293444651	0.1915150229
643	0.9293444651	0.1914523229
644	0.9293444651	0.1914329267
645	0.9293444651	0.1913824576
646	0.9293444651	0.1913608235
647	0.9293444651	0.1913050319
648	0.9293444651	0.1913031159
649	0.9293444651	0.1912495584
650	0.9293444651	0.1912347825
651	0.9293444651	0.1911906548
652	0.9293444651	0.1911155527
653	0.9294990724	0.1910703477
654	0.9294990724	0.1910133127
655	0.9294990724	0.1910065811
656	0.9294990724	0.1909575271
657	0.9294990724	0.1909017015
658	0.9294990724	0.1908915423
659	0.9294990724	0.1908559643
660	0.9294990724	0.1908351134
661	0.9296536797	0.1907895698
662	0.9296536797	0.1907548591
663	0.9296536797	0.190721993
664	0.9296536797	0.1906457664
665	0.9296536797	0.1906209797
666	0.9296536797	0.1906139138
667	0.9296536797	0.1905659015
668	0.9296536797	0.190514481
669	0.9296536797	0.1904676657
670	0.9296536797	0.1904370553
671	0.9296536797	0.1904129479
672	0.9296536797	0.1903604846
673	0.9296536797	0.1903518938
674	0.9296536797	0.1903175873
675	0.9296536797	0.1902976107
676	0.9296536797	0.1902779055
677	0.9296536797	0.1902466996
678	0.9296536797	0.1901892041
679	0.929808287	0.1901560092
680	0.929808287	0.1901245202
681	0.929808287	0.1900738536
682	0.929808287	0.1900495272
683	0.929808287	0.1900247347
684	0.929808287	0.1899717361
685	0.929808287	0.1899495486
686	0.929808287	0.1899100037
687	0.929808287	0.1898846203
688	0.929808287	0.1898305093
689	0.929808287	0.1898137921
690	0.929808287	0.1897835
691	0.929808287	0.1897102841
692	0.929808287	0.1897008552
693	0.929808287	0.1896670922
694	0.929808287	0.1896190222
695	0.929808287	0.1895825823
696	0.929808287	0.1895615582
697	0.929808287	0.1895236204
698	0.9299628942	0.1894830048
699	0.9299628942	0.1894632045
700	0.9299628942	0.1894250761
701	0.9299628942	0.189418599
702	0.929808287	0.1893469177
703	0.929808287	0.189335778
704	0.9299628942	0.1892982671
705	0.9299628942	0.189258522
706	0.929808287	0.1892351959
707	0.929808287	0.1892080342
708	0.929808287	0.1891943311
709	0.929808287	0.1891677036
710	0.929808287	0.1891392872
711	0.929808287	0.1891145212
712	0.9299628942	0.1890807857
713	0.9299628942	0.1890495962
714	0.9301175015	0.1890314933
715	0.9299628942	0.1889981891
716	0.9299628942	0.1889515887
717	0.9301175015	0.1889026722
718	0.9299628942	0.1888529052
719	0.9299628942	0.1888178383
720	0.9301175015	0.1888072821
721	0.9301175015	0.1887412879
722	0.9301175015	0.1887044231
723	0.9301175015	0.1886958468
724	0.9301175015	0.1886801275
725	0.9301175015	0.1886450623
726	0.9302721088	0.1885814566
727	0.9302721088	0.1885433379
728	0.9302721088	0.1885273632
729	0.9302721088	0.1884987878
730	0.9302721088	0.1884853967
731	0.9302721088	0.1884197954
732	0.9302721088	0.1883997725
733	0.9302721088	0.1883798976
734	0.9302721088	0.1883641762
735	0.9302721088	0.1883418897
736	0.9302721088	0.1883342893
737	0.9302721088	0.188287645
738	0.9302721088	0.1882656864
739	0.9302721088	0.1882463153
740	0.9302721088	0.188229231
741	0.9302721088	0.18817922
742	0.9302721088	0.1881366846
743	0.9302721088	0.1881060423
744	0.9304267161	0.1880810258
745	0.9304267161	0.1880479527
746	0.9304267161	0.1879959921
747	0.9304267161	0.1879791089
748	0.9304267161	0.1879677739
749	0.9304267161	0.1879399707
750	0.9304267161	0.1879117741
751	0.9304267161	0.1878946049
752	0.9304267161	0.1878828398
753	0.9304267161	0.187853781
754	0.9305813234	0.187829715
755	0.9305813234	0.1878082336
756	0.9305813234	0.1877965547
757	0.9305813234	0.1877871039
758	0.9304267161	0.187758226
759	0.9310451453	0.1876953061
760	0.9304267161	0.18765546
761	0.9304267161	0.1876205322
762	0.9304267161	0.1875838944
763	0.9305813234	0.1875519548
764	0.9305813234	0.1875108744
765	0.9305813234	0.1874918838
766	0.9305813234	0.1874649681
767	0.9305813234	0.1874239577
768	0.9304267161	0.1874046343
769	0.9304267161	0.187399539
770	0.9304267161	0.1873911587
771	0.9304267161	0.1873643569
772	0.9304267161	0.1873366983
773	0.9310451453	0.1873245907
774	0.9310451453	0.1873099121
775	0.9310451453	0.1872746651
776	0.9310451453	0.1872369039
777	0.9310451453	0.187210443
778	0.9310451453	0.1871665979
779	0.9310451453	0.1871609214
780	0.9310451453	0.1871521786
781	0.9310451453	0.1871239023
782	0.930890538	0.187079429
783	0.9310451453	0.1870535509
784	0.9310451453	0.1870406665
785	0.9310451453	0.186991419
786	0.9310451453	0.1869499098
787	0.9310451453	0.1869178082
788	0.9310451453	0.1869090966
789	0.9310451453	0.186908285
790	0.9310451453	0.1868650321
791	0.9310451453	0.1868394446
792	0.9313543599	0.1867754164
793	0.9313543599	0.186722233
794	0.9313543599	0.1866983087
795	0.9313543599	0.1866879264
796	0.9313543599	0.1866803367
797	0.9313543599	0.186628662
798	0.9313543599	0.186575414
799	0.9313543599	0.1865711967
800	0.9313543599	0.1865317396
801	0.9315089672	0.1865229701
802	0.9315089672	0.186486042
803	0.9315089672	0.186477133
804	0.9315089672	0.1864307766
805	0.9315089672	0.1864188866
806	0.9315089672	0.1863851421
807	0.9315089672	0.1863541534
808	0.9315089672	0.1863394052
809	0.9315089672	0.1863288711
810	0.9313543599	0.1863179589
811	0.9313543599	0.1863105257
812	0.9313543599	0.1862323409
813	0.9315089672	0.1861980691
814	0.9315089672	0.1861448222
815	0.9315089672	0.1861338287
816	0.9315089672	0.1860953537
817	0.9315089672	0.1860701213
818	0.9315089672	0.1860164523
819	0.9315089672	0.18600883
820	0.9315089672	0.185969583
821	0.9315089672	0.1859189077
822	0.9315089672	0.1858809495
823	0.9315089672	0.1858495313
824	0.9315089672	0.1858031165
825	0.9315089672	0.1857928359
826	0.9315089672	0.185777594
827	0.9315089672	0.1857501272
828	0.9315089672	0.1857474148
829	0.9315089672	0.1857113965
830	0.9315089672	0.1856667272
831	0.9315089672	0.1856169164
832	0.9315089672	0.1855983214
833	0.9315089672	0.1855872901
834	0.9315089672	0.1855764341
835	0.9315089672	0.1855263929
836	0.9315089672	0.1855164688
837	0.9315089672	0.1854858707
838	0.9315089672	0.1854721429
839	0.9315089672	0.1854505514
840	0.9316635745	0.1854355219
841	0.9316635745	0.1854059276
842	0.9316635745	0.1853583662
843	0.9316635745	0.1853226012
844	0.9316635745	0.1853014636
845	0.9316635745	0.1852995202
846	0.9318181818	0.1852811507
847	0.9318181818	0.1852703097
848	0.9318181818	0.185265822
849	0.9318181818	0.1852397425
850	0.9318181818	0.185234482
851	0.9318181818	0.1852107832
852	0.9318181818	0.1851974923
853	0.9318181818	0.1851889088
854	0.9318181818	0.1851460475
855	0.9318181818	0.1850944834
856	0.9319727891	0.1850674794
857	0.9319727891	0.1850433201
858	0.9319727891	0.1849939182
859	0.9319727891	0.1849629496
860	0.9319727891	0.1849465997
861	0.9319727891	0.1849177399
862	0.9319727891	0.1849106933
863	0.9319727891	0.1848830562
864	0.9319727891	0.184830571
865	0.9319727891	0.1848121267
866	0.9319727891	0.1847868569
867	0.9319727891	0.1847160994
868	0.9319727891	0.1846820647
869	0.9319727891	0.184660991
870	0.9319727891	0.1846528559
871	0.9319727891	0.1846372637
872	0.9319727891	0.1846123267
873	0.9319727891	0.1845676188
874	0.9319727891	0.184540694
875	0.9319727891	0.1845280938
876	0.9319727891	0.1844791892
877	0.9319727891	0.1844667778
878	0.9319727891	0.184434062
879	0.9319727891	0.1844060104
880	0.9319727891	0.184371525
881	0.9319727891	0.1843398012
882	0.9319727891	0.1843030114
883	0.9319727891	0.184270833
